name,description,url,downloads,owners,owners_urls
django-webtest,Instant integration of Ian Bicking's WebTest (http://docs.pylonsproject.org/projects/webtest/) with Django's testing framework.,https://pypi.org/project/django-webtest/,51083,"a_soldatenko,gawel,kmike","https://pypi.org/user/a_soldatenko/,https://pypi.org/user/gawel/,https://pypi.org/user/kmike/"
py-dateutil,Extensions to the standard Python datetime module,https://pypi.org/project/py-dateutil/,51071,cld,https://pypi.org/user/cld/
invenio-accounts,Invenio user management and authentication.,https://pypi.org/project/invenio-accounts/,51004,inveniosoftware,https://pypi.org/user/inveniosoftware/
torch-optimizer,pytorch-optimizer,https://pypi.org/project/torch-optimizer/,51048,jettify,https://pypi.org/user/jettify/
paramiko_tunnel,A lightweight library for creating SSH tunnels on top of Paramiko.,https://pypi.org/project/paramiko_tunnel/,51422,Adam.Delman,https://pypi.org/user/Adam.Delman/
robotframework-httpctrl,robotframework-httpctrl is a library for Robot Framework that provides HTTP/HTTPS client and HTTP server services,https://pypi.org/project/robotframework-httpctrl/,51435,annoviko,https://pypi.org/user/annoviko/
pytorch-ranger,Ranger - a synergistic optimizer using RAdam (Rectified Adam) and LookAhead in one codebase,https://pypi.org/project/pytorch-ranger/,51012,"lessw2020,mpariente","https://pypi.org/user/lessw2020/,https://pypi.org/user/mpariente/"
mlagents,Unity Machine Learning Agents,https://pypi.org/project/mlagents/,50980,"arthurj,MarwanUnity,mlagents","https://pypi.org/user/arthurj/,https://pypi.org/user/MarwanUnity/,https://pypi.org/user/mlagents/"
pylint-protobuf,A plugin for making Pylint aware of the fields of protobuf-generated classes,https://pypi.org/project/pylint-protobuf/,51148,nelfin,https://pypi.org/user/nelfin/
mypy-boto3-secretsmanager,"Type annotations for boto3.SecretsManager 1.18.58 service, generated by mypy-boto3-builder 5.5.0",https://pypi.org/project/mypy-boto3-secretsmanager/,50931,vemel,https://pypi.org/user/vemel/
mattermostwrapper,A mattermost api v4 wrapper to interact with api,https://pypi.org/project/mattermostwrapper/,50927,btotharye,https://pypi.org/user/btotharye/
keystonemiddleware,Middleware for OpenStack Identity,https://pypi.org/project/keystonemiddleware/,50925,"mdrnstm,openstackci","https://pypi.org/user/mdrnstm/,https://pypi.org/user/openstackci/"
tailer,Python tail is a simple implementation of GNU tail and head.,https://pypi.org/project/tailer/,50953,"mthorn,xlr8or","https://pypi.org/user/mthorn/,https://pypi.org/user/xlr8or/"
django-extra-views,Extra class-based views for Django,https://pypi.org/project/django-extra-views/,50995,"andrewingram,jonash","https://pypi.org/user/andrewingram/,https://pypi.org/user/jonash/"
python-vagrant,Python bindings for interacting with Vagrant virtual machines.,https://pypi.org/project/python-vagrant/,50770,todddeluca,https://pypi.org/user/todddeluca/
exponent-server-sdk,Expo Server SDK for Python,https://pypi.org/project/exponent-server-sdk/,50801,"exponent,julianpacker,wli","https://pypi.org/user/exponent/,https://pypi.org/user/julianpacker/,https://pypi.org/user/wli/"
mybad,My friendly error base class - for Python.,https://pypi.org/project/mybad/,50766,grimen,https://pypi.org/user/grimen/
sanic-session,"Provides server-backed sessions for Sanic using Redis, Memcache and more.",https://pypi.org/project/sanic-session/,50692,"subyraman,xen","https://pypi.org/user/subyraman/,https://pypi.org/user/xen/"
aqtinstall,Another unofficial Qt installer,https://pypi.org/project/aqtinstall/,50671,miurahr,https://pypi.org/user/miurahr/
django-watchman,django-watchman exposes a status endpoint for your backing services,https://pypi.org/project/django-watchman/,50905,mwarkentin,https://pypi.org/user/mwarkentin/
config2,Python application configuration - highly inspired by `node-config`.,https://pypi.org/project/config2/,50559,grimen,https://pypi.org/user/grimen/
PyUtilib,PyUtilib: A collection of Python utilities,https://pypi.org/project/PyUtilib/,50970,"blnicho,jdsiiro,whart111","https://pypi.org/user/blnicho/,https://pypi.org/user/jdsiiro/,https://pypi.org/user/whart111/"
pyuca,a Python implementation of the Unicode Collation Algorithm,https://pypi.org/project/pyuca/,50555,jtauber,https://pypi.org/user/jtauber/
opentelemetry-exporter-jaeger-thrift,Jaeger Thrift Exporter for OpenTelemetry,https://pypi.org/project/opentelemetry-exporter-jaeger-thrift/,50540,opentelemetry,https://pypi.org/user/opentelemetry/
flask-redis,A nice way to use Redis in your Flask app,https://pypi.org/project/flask-redis/,50603,"r.elsmore,underyx","https://pypi.org/user/r.elsmore/,https://pypi.org/user/underyx/"
pycobertura,A Cobertura coverage parser that can diff reports and show coverage progress.,https://pypi.org/project/pycobertura/,50527,aconrad,https://pypi.org/user/aconrad/
rest_condition,Complex permissions flow for django-rest-framework,https://pypi.org/project/rest_condition/,50837,caxap,https://pypi.org/user/caxap/
aws-cdk.aws-eks,The CDK Construct Library for AWS::EKS,https://pypi.org/project/aws-cdk.aws-eks/,50695,"aws-cdk,osa-amazon","https://pypi.org/user/aws-cdk/,https://pypi.org/user/osa-amazon/"
oslo.rootwrap,Oslo Rootwrap,https://pypi.org/project/oslo.rootwrap/,50708,"corvus,openstackci","https://pypi.org/user/corvus/,https://pypi.org/user/openstackci/"
flake8-fixme,"Check for FIXME, TODO and other temporary developer notes. Plugin for flake8.",https://pypi.org/project/flake8-fixme/,50468,tommilligan,https://pypi.org/user/tommilligan/
driverlessai,Python client for H2O.ai Driverless AI.,https://pypi.org/project/driverlessai/,50526,h2o,https://pypi.org/user/h2o/
pretrainedmodels,Pretrained models for Pytorch,https://pypi.org/project/pretrainedmodels/,50501,Cadene,https://pypi.org/user/Cadene/
random-user-agent,A package to get random user agents based filters provided by user,https://pypi.org/project/random-user-agent/,50577,luqman-ud-din,https://pypi.org/user/luqman-ud-din/
win-inet-pton,Native inet_pton and inet_ntop implementation for Python on Windows (with ctypes).,https://pypi.org/project/win-inet-pton/,50501,"Hickeroar,SethMichaelLarson","https://pypi.org/user/Hickeroar/,https://pypi.org/user/SethMichaelLarson/"
flake8-executable,A Flake8 plugin for checking executable permissions and shebangs.,https://pypi.org/project/flake8-executable/,50366,xuhdev,https://pypi.org/user/xuhdev/
llist,Linked list data structures for Python,https://pypi.org/project/llist/,50362,"naur,soda","https://pypi.org/user/naur/,https://pypi.org/user/soda/"
telepath,A library for exchanging data between Python and JavaScript,https://pypi.org/project/telepath/,50620,mattwestcott,https://pypi.org/user/mattwestcott/
password,A password attribute that stores hashes,https://pypi.org/project/password/,50353,Szymon.Pyzalski,https://pypi.org/user/Szymon.Pyzalski/
ecs-logging,Logging formatters for ECS (Elastic Common Schema) in Python,https://pypi.org/project/ecs-logging/,50348,"basepi,piquadrat,SethMichaelLarson","https://pypi.org/user/basepi/,https://pypi.org/user/piquadrat/,https://pypi.org/user/SethMichaelLarson/"
smtpapi,Simple wrapper to use SendGrid SMTP API,https://pypi.org/project/smtpapi/,50408,twilio-api,https://pypi.org/user/twilio-api/
erlang-py,Erlang Binary Term Format for Python,https://pypi.org/project/erlang-py/,50536,okeuday,https://pypi.org/user/okeuday/
pytkdocs,Load Python objects documentation.,https://pypi.org/project/pytkdocs/,50489,pawamoy,https://pypi.org/user/pawamoy/
slack-bolt,The Bolt Framework for Python,https://pypi.org/project/slack-bolt/,50284,"misscoded,seratch,slackhq,stevesgill","https://pypi.org/user/misscoded/,https://pypi.org/user/seratch/,https://pypi.org/user/slackhq/,https://pypi.org/user/stevesgill/"
csvkit,"A suite of command-line tools for working with CSV, the king of tabular file formats.",https://pypi.org/project/csvkit/,50347,"bouvard,jpmckinney","https://pypi.org/user/bouvard/,https://pypi.org/user/jpmckinney/"
importlib,Backport of importlib.import_module() from Python 2.7,https://pypi.org/project/importlib/,50247,brettcannon,https://pypi.org/user/brettcannon/
prettyprinter,"Syntax-highlighting, declarative and composable pretty printer for Python 3.5+",https://pypi.org/project/prettyprinter/,50236,tommikaikkonen,https://pypi.org/user/tommikaikkonen/
pyknp,Python module for JUMAN/KNP,https://pypi.org/project/pyknp/,50211,ku-nlp,https://pypi.org/user/ku-nlp/
pyroma,Test your project's packaging friendliness,https://pypi.org/project/pyroma/,50195,regebro,https://pypi.org/user/regebro/
coincurve,Cross-platform Python CFFI bindings for libsecp256k1,https://pypi.org/project/coincurve/,50148,Ofekmeister,https://pypi.org/user/Ofekmeister/
django-celery,Old django celery integration project.,https://pypi.org/project/django-celery/,50148,"ask,auvipy,mher,smorin,the_drow","https://pypi.org/user/ask/,https://pypi.org/user/auvipy/,https://pypi.org/user/mher/,https://pypi.org/user/smorin/,https://pypi.org/user/the_drow/"
pathmatch,Path matching utilities,https://pypi.org/project/pathmatch/,50189,demurgos,https://pypi.org/user/demurgos/
rfc3986-validator,Pure python rfc3986 validator,https://pypi.org/project/rfc3986-validator/,50114,naimetti,https://pypi.org/user/naimetti/
urlparse3,urlparse3 is simple and powerful url parsing tool,https://pypi.org/project/urlparse3/,50147,akozin,https://pypi.org/user/akozin/
pan-python,"Multi-tool set for Palo Alto Networks PAN-OS, Panorama, WildFire and AutoFocus",https://pypi.org/project/pan-python/,50063,kevinsteves,https://pypi.org/user/kevinsteves/
correctionlib,A generic correction library,https://pypi.org/project/correctionlib/,50046,ncsmith,https://pypi.org/user/ncsmith/
pytest-cover,Pytest plugin for measuring coverage. Forked from `pytest-cov`.,https://pypi.org/project/pytest-cover/,50026,ionel,https://pypi.org/user/ionel/
sqlalchemy-trino,Trino dialect for SQLAlchemy,https://pypi.org/project/sqlalchemy-trino/,50025,dungdm93,https://pypi.org/user/dungdm93/
cov-core,"plugin core for use by pytest-cov, nose-cov and nose2-cov",https://pypi.org/project/cov-core/,50031,schlamar,https://pypi.org/user/schlamar/
types-paramiko,Typing stubs for paramiko,https://pypi.org/project/types-paramiko/,50264,typeshed_bot,https://pypi.org/user/typeshed_bot/
django-request-id,Augment each request with unique id for logging purposes,https://pypi.org/project/django-request-id/,49984,fwasilew,https://pypi.org/user/fwasilew/
django-rest-knox,Authentication for django rest framework,https://pypi.org/project/django-rest-knox/,50228,james.mcmahon,https://pypi.org/user/james.mcmahon/
cloudant,Cloudant / CouchDB Client Library,https://pypi.org/project/cloudant/,49832,"emlaver,mikerhodes,ricellis,smithsz","https://pypi.org/user/emlaver/,https://pypi.org/user/mikerhodes/,https://pypi.org/user/ricellis/,https://pypi.org/user/smithsz/"
clvm-tools,CLVM compiler.,https://pypi.org/project/clvm-tools/,49829,"chia-network,richardkiss","https://pypi.org/user/chia-network/,https://pypi.org/user/richardkiss/"
mailer,A module to send email simply in Python,https://pypi.org/project/mailer/,49816,ginstrom,https://pypi.org/user/ginstrom/
django-better-admin-arrayfield,Better ArrayField widget for admin,https://pypi.org/project/django-better-admin-arrayfield/,49755,Gradam,https://pypi.org/user/Gradam/
hl7,Python library parsing HL7 v2.x messages,https://pypi.org/project/hl7/,49799,johnpaulett,https://pypi.org/user/johnpaulett/
aws-cdk.pipelines,Continuous Delivery of CDK applications,https://pypi.org/project/aws-cdk.pipelines/,50130,"aws-cdk,osa-amazon","https://pypi.org/user/aws-cdk/,https://pypi.org/user/osa-amazon/"
aws,Utility to manage your Amazon Web Services and run Fabric against filtered set of EC2 instances.,https://pypi.org/project/aws/,49768,eofs,https://pypi.org/user/eofs/
PyInquirer,"A Python module for collection of common interactive command line user interfaces, based on Inquirer.js",https://pypi.org/project/PyInquirer/,50063,CITGuru,https://pypi.org/user/CITGuru/
civis,Access the Civis Platform API,https://pypi.org/project/civis/,50151,civisanalytics,https://pypi.org/user/civisanalytics/
pyocclient,Python client library for ownCloud,https://pypi.org/project/pyocclient/,49510,PVince81,https://pypi.org/user/PVince81/
goslate,Goslate: Free Google Translate API,https://pypi.org/project/goslate/,49651,zhuoqiang,https://pypi.org/user/zhuoqiang/
tecton,Tecton Python SDK,https://pypi.org/project/tecton/,49627,"kevinstumpf,ravitecton","https://pypi.org/user/kevinstumpf/,https://pypi.org/user/ravitecton/"
mdv,Terminal Markdown Viewer,https://pypi.org/project/mdv/,49506,GuntherKlessinger,https://pypi.org/user/GuntherKlessinger/
lorem,Generator for random text that looks like Latin.,https://pypi.org/project/lorem/,49816,sfischer13,https://pypi.org/user/sfischer13/
google-cloud-dataflow,"Google Cloud Dataflow SDK for Python, based on Apache Beam",https://pypi.org/project/google-cloud-dataflow/,49448,google_opensource,https://pypi.org/user/google_opensource/
taskflow,Taskflow structured state management library.,https://pypi.org/project/taskflow/,49743,"Joshua.Harlow,openstackci","https://pypi.org/user/Joshua.Harlow/,https://pypi.org/user/openstackci/"
pycdlib,Pure python ISO manipulation library,https://pypi.org/project/pycdlib/,49318,clalancette,https://pypi.org/user/clalancette/
libconf,A pure-Python libconfig reader/writer with permissive license,https://pypi.org/project/libconf/,49264,Greek0,https://pypi.org/user/Greek0/
colcon-package-selection,Extension for colcon to select the packages to process.,https://pypi.org/project/colcon-package-selection/,49249,dthomas,https://pypi.org/user/dthomas/
python-jose-cryptodome,JOSE implementation in Python using pycryptodome,https://pypi.org/project/python-jose-cryptodome/,49480,bjinwright,https://pypi.org/user/bjinwright/
PyExcelerate,Accelerated Excel XLSX Writing Library for Python 2/3,https://pypi.org/project/PyExcelerate/,49535,Kevin.Zhang,https://pypi.org/user/Kevin.Zhang/
PyICU-binary,Python extension wrapping the ICU C++ API,https://pypi.org/project/PyICU-binary/,49384,ZombieFeynman,https://pypi.org/user/ZombieFeynman/
pylink-square,Python interface for SEGGER J-Link.,https://pypi.org/project/pylink-square/,49206,pylinksquare,https://pypi.org/user/pylinksquare/
PyQtWebEngine-Qt5,The subset of a Qt installation needed by PyQtWebEngine.,https://pypi.org/project/PyQtWebEngine-Qt5/,49604,PhilThompson,https://pypi.org/user/PhilThompson/
zipstream-new,Zipfile generator that takes input files as well as streams,https://pypi.org/project/zipstream-new/,49142,arjan5,https://pypi.org/user/arjan5/
django-q,A multiprocessing distributed task queue for Django,https://pypi.org/project/django-q/,49249,koed00,https://pypi.org/user/koed00/
adbutils,Pure Python Adb Library,https://pypi.org/project/adbutils/,49085,codeskyblue,https://pypi.org/user/codeskyblue/
robotframework-robocop,Static code analysis tool (linter) for Robot Framework,https://pypi.org/project/robotframework-robocop/,49117,"bartekhirsz,nojas","https://pypi.org/user/bartekhirsz/,https://pypi.org/user/nojas/"
model-archiver,Model Archiver is used for creating archives of trained neural net models that can be consumed by MXNet-Model-Server inference,https://pypi.org/project/model-archiver/,49102,aws-deep-learning,https://pypi.org/user/aws-deep-learning/
wsgiref,WSGI (PEP 333) Reference Library,https://pypi.org/project/wsgiref/,49084,pje,https://pypi.org/user/pje/
pyttsx3,"Text to Speech (TTS) library for Python 2 and 3. Works without internet connection or delay. Supports multiple TTS engines, including Sapi5, nsss, and espeak.",https://pypi.org/project/pyttsx3/,49010,nateshmbhat,https://pypi.org/user/nateshmbhat/
sqlalchemy-views,Adds CreateView and DropView constructs to SQLAlchemy,https://pypi.org/project/sqlalchemy-views/,48974,Jeff.Klukas,https://pypi.org/user/Jeff.Klukas/
japanize-matplotlib,matplotlibのフォント設定を自動で日本語化する,https://pypi.org/project/japanize-matplotlib/,49046,uehara1414,https://pypi.org/user/uehara1414/
hellosign-python-sdk,A Python wrapper for the HelloSign API (http://www.hellosign.com/api),https://pypi.org/project/hellosign-python-sdk/,48899,hellosign,https://pypi.org/user/hellosign/
tracemoepy,Trace.moe python wrapper,https://pypi.org/project/tracemoepy/,48996,DragSama,https://pypi.org/user/DragSama/
extruct,Extract embedded metadata from HTML markup,https://pypi.org/project/extruct/,48967,"redapple,scrapinghub","https://pypi.org/user/redapple/,https://pypi.org/user/scrapinghub/"
numcodecs,A Python package providing buffer compression and transformation codecs for use in data storage and communication applications.,https://pypi.org/project/numcodecs/,48790,"aliman,jakirkham,joshmoore,jrbourbeau,zarr_dev","https://pypi.org/user/aliman/,https://pypi.org/user/jakirkham/,https://pypi.org/user/joshmoore/,https://pypi.org/user/jrbourbeau/,https://pypi.org/user/zarr_dev/"
pytest-isort,py.test plugin to check import ordering using isort,https://pypi.org/project/pytest-isort/,49030,stephrdev,https://pypi.org/user/stephrdev/
traits,Observable typed attributes for Python classes,https://pypi.org/project/traits/,48788,"cwebster_enthought,dickinsm,enthought,rporuri","https://pypi.org/user/cwebster_enthought/,https://pypi.org/user/dickinsm/,https://pypi.org/user/enthought/,https://pypi.org/user/rporuri/"
meteomatics,Meteomatics API connector,https://pypi.org/project/meteomatics/,48763,meteomatics,https://pypi.org/user/meteomatics/
hass-nabucasa,"Home Assistant cloud integration by Nabu Casa, Inc.",https://pypi.org/project/hass-nabucasa/,49068,"balloob,pvizeli","https://pypi.org/user/balloob/,https://pypi.org/user/pvizeli/"
attrify,Convert dict to access dict keys as attributes.,https://pypi.org/project/attrify/,48735,DragSama,https://pypi.org/user/DragSama/
colcon-metadata,Extension for colcon to read package metadata from files.,https://pypi.org/project/colcon-metadata/,48666,dthomas,https://pypi.org/user/dthomas/
flake8-junit-report,Simple tool that converts a flake8 file to junit format,https://pypi.org/project/flake8-junit-report/,49172,"carlosgoce,migonzalvar","https://pypi.org/user/carlosgoce/,https://pypi.org/user/migonzalvar/"
uncompyle6,Python cross-version byte-code decompiler,https://pypi.org/project/uncompyle6/,48566,rocky,https://pypi.org/user/rocky/
autopy,"A simple, cross-platform GUI automation library for Python.",https://pypi.org/project/autopy/,48564,michael.sanders,https://pypi.org/user/michael.sanders/
oslo.versionedobjects,Oslo Versioned Objects library,https://pypi.org/project/oslo.versionedobjects/,49174,"doughellmann,openstackci","https://pypi.org/user/doughellmann/,https://pypi.org/user/openstackci/"
pylibdmtx,Read and write Data Matrix barcodes from Python 2 and 3.,https://pypi.org/project/pylibdmtx/,48627,quicklizard,https://pypi.org/user/quicklizard/
pygerrit2,Client library for interacting with Gerrit's REST API,https://pypi.org/project/pygerrit2/,48538,"David.Pursehouse,marcomiller","https://pypi.org/user/David.Pursehouse/,https://pypi.org/user/marcomiller/"
colcon-package-information,Extension for colcon to output package information.,https://pypi.org/project/colcon-package-information/,48466,dthomas,https://pypi.org/user/dthomas/
colcon-defaults,Extension for colcon to read defaults from a config file.,https://pypi.org/project/colcon-defaults/,48450,dthomas,https://pypi.org/user/dthomas/
ibis-bigquery,Ibis BigQuery backend,https://pypi.org/project/ibis-bigquery/,48448,TimSwast,https://pypi.org/user/TimSwast/
colcon-output,Extension for colcon to customize the output in various ways.,https://pypi.org/project/colcon-output/,48665,dthomas,https://pypi.org/user/dthomas/
colcon-powershell,Extension for colcon to provide PowerShell scripts.,https://pypi.org/project/colcon-powershell/,48435,dthomas,https://pypi.org/user/dthomas/
notify2,Python interface to DBus notifications,https://pypi.org/project/notify2/,48417,takowl,https://pypi.org/user/takowl/
django-rest-passwordreset,"An extension of django rest framework, providing a configurable password reset strategy",https://pypi.org/project/django-rest-passwordreset/,48418,"anx-astocker,anx-ckreuzberger,anx-hnezbeda","https://pypi.org/user/anx-astocker/,https://pypi.org/user/anx-ckreuzberger/,https://pypi.org/user/anx-hnezbeda/"
urlopen,A simple printer of automated lists,https://pypi.org/project/urlopen/,48451,kindian,https://pypi.org/user/kindian/
pytest-kind,Kubernetes test support with KIND for pytest,https://pypi.org/project/pytest-kind/,48418,hjacobs,https://pypi.org/user/hjacobs/
google-cloud-org-policy,No project description provided,https://pypi.org/project/google-cloud-org-policy/,48469,"gcloudpypi,google_opensource","https://pypi.org/user/gcloudpypi/,https://pypi.org/user/google_opensource/"
docplex,The IBM Decision Optimization CPLEX Modeling for Python,https://pypi.org/project/docplex/,48367,"aurelie,ibm_docloud_team,pcouronne,vberaudi,viulongkong","https://pypi.org/user/aurelie/,https://pypi.org/user/ibm_docloud_team/,https://pypi.org/user/pcouronne/,https://pypi.org/user/vberaudi/,https://pypi.org/user/viulongkong/"
colcon-parallel-executor,Extension for colcon to process packages in parallel.,https://pypi.org/project/colcon-parallel-executor/,48413,dthomas,https://pypi.org/user/dthomas/
tap.py,Test Anything Protocol (TAP) tools,https://pypi.org/project/tap.py/,48545,mblayman,https://pypi.org/user/mblayman/
edx-django-utils,EdX utilities for Django Application development.,https://pypi.org/project/edx-django-utils/,48341,edx,https://pypi.org/user/edx/
stix2-patterns,Validate STIX 2 Patterns.,https://pypi.org/project/stix2-patterns/,48335,"clenk,emmanvg,rpiazza","https://pypi.org/user/clenk/,https://pypi.org/user/emmanvg/,https://pypi.org/user/rpiazza/"
spark-parser,An Earley-Algorithm Context-free grammar Parser Toolkit,https://pypi.org/project/spark-parser/,48332,rocky,https://pypi.org/user/rocky/
httplib2shim,A wrapper over urllib3 that matches httplib2's interface,https://pypi.org/project/httplib2shim/,48257,"google_opensource,theacodes","https://pypi.org/user/google_opensource/,https://pypi.org/user/theacodes/"
unify,Modifies strings to all use the same (single/double) quote where possible.,https://pypi.org/project/unify/,48238,myint,https://pypi.org/user/myint/
dead-hosts-launcher,The launcher of the Dead-Hosts infrastructure.,https://pypi.org/project/dead-hosts-launcher/,48219,funilrys,https://pypi.org/user/funilrys/
fissix,Monkeypatches to override default behavior of lib2to3.,https://pypi.org/project/fissix/,48388,jreese,https://pypi.org/user/jreese/
clearml-agent,ClearML Agent - Auto-Magical DevOps for Deep Learning,https://pypi.org/project/clearml-agent/,48164,allegroai,https://pypi.org/user/allegroai/
cql,Cassandra Query Language driver,https://pypi.org/project/cql/,48308,"driftx,iamaleksey,thepaul","https://pypi.org/user/driftx/,https://pypi.org/user/iamaleksey/,https://pypi.org/user/thepaul/"
wemake-python-styleguide,The strictest and most opinionated python linter ever,https://pypi.org/project/wemake-python-styleguide/,48180,sobolevn,https://pypi.org/user/sobolevn/
marshmallow-jsonschema,JSON Schema Draft v7 (http://json-schema.org/) formatting with marshmallow,https://pypi.org/project/marshmallow-jsonschema/,48144,fuhrysteve,https://pypi.org/user/fuhrysteve/
python-lsp-server,Python Language Server for the Language Server Protocol,https://pypi.org/project/python-lsp-server/,48193,"andfoy,ccordoba12,d.althviz,steff456","https://pypi.org/user/andfoy/,https://pypi.org/user/ccordoba12/,https://pypi.org/user/d.althviz/,https://pypi.org/user/steff456/"
intuit-oauth,Intuit OAuth Client,https://pypi.org/project/intuit-oauth/,48145,nbhambhani,https://pypi.org/user/nbhambhani/
PyVCF,Variant Call Format (VCF) parser for Python,https://pypi.org/project/PyVCF/,48348,casbon,https://pypi.org/user/casbon/
fairseq,Facebook AI Research Sequence-to-Sequence Toolkit,https://pypi.org/project/fairseq/,48024,"facebook,myleott","https://pypi.org/user/facebook/,https://pypi.org/user/myleott/"
lolcat,Rainbows and unicorns!,https://pypi.org/project/lolcat/,48034,tehmaze,https://pypi.org/user/tehmaze/
clr,🌈 Terminal string styling,https://pypi.org/project/clr/,48080,lmittmann,https://pypi.org/user/lmittmann/
progressbar33,Text progress bar library for Python.,https://pypi.org/project/progressbar33/,47974,germangh,https://pypi.org/user/germangh/
nbdev,Writing a library entirely in notebooks,https://pypi.org/project/nbdev/,47977,fastai,https://pypi.org/user/fastai/
djangosaml2,pysaml2 integration for Django,https://pypi.org/project/djangosaml2/,48255,"knaperek,lgs,peppelinux","https://pypi.org/user/knaperek/,https://pypi.org/user/lgs/,https://pypi.org/user/peppelinux/"
flask-ngrok,A simple way to demo Flask apps from your machine.,https://pypi.org/project/flask-ngrok/,47952,gstaff,https://pypi.org/user/gstaff/
django-nine,Version checking library.,https://pypi.org/project/django-nine/,47878,delusionalinsanity,https://pypi.org/user/delusionalinsanity/
castellan,Generic Key Manager interface for OpenStack,https://pypi.org/project/castellan/,48270,"dmend,openstackci","https://pypi.org/user/dmend/,https://pypi.org/user/openstackci/"
ipyleaflet,A Jupyter widget for dynamic Leaflet maps,https://pypi.org/project/ipyleaflet/,47858,"bgranger,davidbrochart,jasongrout,martinRenou,Sylvain.Corlay","https://pypi.org/user/bgranger/,https://pypi.org/user/davidbrochart/,https://pypi.org/user/jasongrout/,https://pypi.org/user/martinRenou/,https://pypi.org/user/Sylvain.Corlay/"
veracode-api-signing,Easily sign any request destined for the Veracode API Gateway,https://pypi.org/project/veracode-api-signing/,47940,veracode,https://pypi.org/user/veracode/
python-owasp-zap-v2.4,OWASP ZAP 2.10 API client,https://pypi.org/project/python-owasp-zap-v2.4/,48159,"psiinon,thc202","https://pypi.org/user/psiinon/,https://pypi.org/user/thc202/"
zerorpc,zerorpc is a flexible RPC based on zeromq.,https://pypi.org/project/zerorpc/,47937,bombela,https://pypi.org/user/bombela/
diagrams,Diagram as Code,https://pypi.org/project/diagrams/,47951,mingrammer,https://pypi.org/user/mingrammer/
xdis,Python cross-version byte-code disassembler and marshal routines,https://pypi.org/project/xdis/,47818,rocky,https://pypi.org/user/rocky/
junos-eznc,Junos 'EZ' automation for non-programmers,https://pypi.org/project/junos-eznc/,47878,"jnpr-community-netdev,nwkautomaniac","https://pypi.org/user/jnpr-community-netdev/,https://pypi.org/user/nwkautomaniac/"
scout-apm,Scout Application Performance Monitoring Agent,https://pypi.org/project/scout-apm/,47838,scout,https://pypi.org/user/scout/
signxml,Python XML Signature library,https://pypi.org/project/signxml/,47769,kislyuk,https://pypi.org/user/kislyuk/
pytest-flask-sqlalchemy,A pytest plugin for preserving test isolation in Flask-SQlAlchemy using database transactions.,https://pypi.org/project/pytest-flask-sqlalchemy/,47841,jeancochrane,https://pypi.org/user/jeancochrane/
sip,A Python bindings generator for C/C++ libraries,https://pypi.org/project/sip/,47699,PhilThompson,https://pypi.org/user/PhilThompson/
alembic_utils,A sqlalchemy/alembic extension for migrating procedures and views ,https://pypi.org/project/alembic_utils/,47852,oliverrice,https://pypi.org/user/oliverrice/
zarr,"An implementation of chunked, compressed, N-dimensional arrays for Python.",https://pypi.org/project/zarr/,47664,"aliman,jakirkham,joshmoore,jrbourbeau,zarr_dev","https://pypi.org/user/aliman/,https://pypi.org/user/jakirkham/,https://pypi.org/user/joshmoore/,https://pypi.org/user/jrbourbeau/,https://pypi.org/user/zarr_dev/"
django-impersonate,Django app to allow superusers to impersonate other users.,https://pypi.org/project/django-impersonate/,47702,petersanchez,https://pypi.org/user/petersanchez/
keplergl,"This is a simple jupyter widget for kepler.gl, an advanced geospatial visualization tool, to render large-scale interactive maps.",https://pypi.org/project/keplergl/,47626,heshan0131,https://pypi.org/user/heshan0131/
warriorframework,Warrior Framework is an open source Automation Framework,https://pypi.org/project/warriorframework/,47602,warriorteam,https://pypi.org/user/warriorteam/
awscrt,A common runtime for AWS Python projects,https://pypi.org/project/awscrt/,47596,awscommonruntime,https://pypi.org/user/awscommonruntime/
logfury,"Toolkit for responsible, low-boilerplate logging of library method calls",https://pypi.org/project/logfury/,48025,ppolewicz,https://pypi.org/user/ppolewicz/
rst2ansi,A rst converter to ansi-decorated console output,https://pypi.org/project/rst2ansi/,47584,Snaipe,https://pypi.org/user/Snaipe/
ansible-modules-hashivault,Ansible Modules for Hashicorp Vault,https://pypi.org/project/ansible-modules-hashivault/,47544,terrylhowe,https://pypi.org/user/terrylhowe/
colcon-common-extensions,Meta package aggregating colcon-core and common extensions.,https://pypi.org/project/colcon-common-extensions/,47478,dthomas,https://pypi.org/user/dthomas/
tooz,Coordination library for distributed systems.,https://pypi.org/project/tooz/,47458,"jd,openstackci,yassine","https://pypi.org/user/jd/,https://pypi.org/user/openstackci/,https://pypi.org/user/yassine/"
Flask-Cache,Adds cache support to your Flask application,https://pypi.org/project/Flask-Cache/,47615,ThadeusB,https://pypi.org/user/ThadeusB/
django-contrib-comments,The code formerly known as django.contrib.comments.,https://pypi.org/project/django-contrib-comments/,47388,"claudep,jacobian,jezdez","https://pypi.org/user/claudep/,https://pypi.org/user/jacobian/,https://pypi.org/user/jezdez/"
colcon-notification,Extension for colcon to provide status notifications.,https://pypi.org/project/colcon-notification/,47393,dthomas,https://pypi.org/user/dthomas/
snitun,SNI proxy with TCP multiplexer,https://pypi.org/project/snitun/,47391,"balloob,pvizeli","https://pypi.org/user/balloob/,https://pypi.org/user/pvizeli/"
